No,;Time;;;Protocol;Length;Source;Destination;;;Time 1;Time 2;Delay;;Delay 1;Delay 2;Jitter
5238;39,589439;;;TCP;66;192,168,43,93;13,225,5,48;;;39,589439;39,642375;0,052936;;0,052704;0,000232;-0,052472
5267;39,642375;;;TCP;66;13,225,5,48;192,168,43,93;;;39,642375;39,642607;0,000232;;-0,01073;0,010962;0,021692
5268;39,642607;;;TCP;54;192,168,43,93;13,225,5,48;;;39,642607;39,653569;0,010962;;-0,02006;0,031022;0,051082
5282;39,653569;;;TLSv1,3;571;192,168,43,93;13,225,5,48;;;39,653569;39,684591;0,031022;;-0,014157;0,045179;0,059336
5318;39,684591;;;TCP;54;13,225,5,48;192,168,43,93;;;39,684591;39,729770;0,045179;;0,045179;0;-0,045179
5365;39,729770;;;TLSv1,3;1454;13,225,5,48;192,168,43,93;;;39,729770;39,729770;0;;-0,000214;0,000214;0,000428
5366;39,729770;;;TCP;1454;13,225,5,48;192,168,43,93;;;39,729770;39,729984;0,000214;;4E-06;0,00021;0,000206
5367;39,729984;;;TCP;54;192,168,43,93;13,225,5,48;;;39,729984;39,730194;0,00021;;-0,043127;0,043337;0,086464
5368;39,730194;;;TLSv1,3;1252;13,225,5,48;192,168,43,93;;;39,730194;39,773531;0,043337;;0,040429;0,002908;-0,037521
5408;39,773531;;;TCP;54;192,168,43,93;13,225,5,48;;;39,773531;39,776439;0,002908;;0,001313;0,001595;0,000282
5427;39,776439;;;TLSv1,3;118;192,168,43,93;13,225,5,48;;;39,776439;39,778034;0,001595;;-0,031413;0,033008;0,064421
5428;39,778034;;;TLSv1,3;426;192,168,43,93;13,225,5,48;;;39,778034;39,811042;0,033008;;-0,096441;0,129449;0,22589
5458;39,811042;;;TCP;54;13,225,5,48;192,168,43,93;;;39,811042;39,940491;0,129449;;0,129449;0;-0,129449
5560;39,940491;;;TCP;54;13,225,5,48;192,168,43,93;;;39,940491;39,940491;0;;0;0;0
5561;39,940491;;;TCP;1454;13,225,5,48;192,168,43,93;;;39,940491;39,940491;0;;-0,000217;0,000217;0,000434
5562;39,940491;;;TLSv1,3;79;13,225,5,48;192,168,43,93;;;39,940491;39,940708;0,000217;;-0,038409;0,038626;0,077035
5570;39,940708;;;TCP;54;192,168,43,93;13,225,5,48;;;39,940708;39,979334;0,038626;;-0,240454;0,27908;0,519534
5585;39,979334;;;TLSv1,2;133;192,168,43,93;34,98,75,36;;;39,979334;40,258414;0,27908;;0,183963;0,095117;-0,088846
5655;40,258414;;;TCP;133;192,168,43,93;34,98,75,36;;;40,258414;40,353531;0,095117;;0,053907;0,04121;-0,012697
5745;40,353531;;;TCP;54;34,98,75,36;192,168,43,93;;;40,353531;40,394741;0,04121;;0,04121;0;-0,04121
5809;40,394741;;;TLSv1,2;213;34,98,75,36;192,168,43,93;;;40,394741;40,394741;0;;0;0;0
5810;40,394741;;;TLSv1,2;85;34,98,75,36;192,168,43,93;;;40,394741;40,394741;0;;-0,000124;0,000124;0,000248
5811;40,394741;;;TLSv1,2;93;34,98,75,36;192,168,43,93;;;40,394741;40,394865;0,000124;;-0,00244;0,002564;0,005004
5818;40,394865;;;TCP;54;192,168,43,93;34,98,75,36;;;40,394865;40,397429;0,002564;;-0,056205;0,058769;0,114974
5821;40,397429;;;TLSv1,2;93;192,168,43,93;34,98,75,36;;;40,397429;40,456198;0,058769;;0,053974;0,004795;-0,049179
5914;40,456198;;;TCP;54;34,98,75,36;192,168,43,93;;;40,456198;40,460993;0,004795;;-0,102182;0,106977;0,209159
5916;40,460993;;;TCP;66;192,168,43,93;20,42,72,131;;;40,460993;40,567970;0,106977;;0,106779;0,000198;-0,106581
6010;40,567970;;;TCP;66;20,42,72,131;192,168,43,93;;;40,567970;40,568168;0,000198;;-0,028538;0,028736;0,057274
6012;40,568168;;;TCP;54;192,168,43,93;20,42,72,131;;;40,568168;40,596904;0,028736;;-0,199423;0,228159;0,427582
6016;40,596904;;;TLSv1,2;268;192,168,43,93;20,42,72,131;;;40,596904;40,825063;0,228159;;0,138093;0,090066;-0,048027
6079;40,825063;;;TCP;55;192,168,43,93;74,125,12,168;;;40,825063;40,915129;0,090066;;-0,126335;0,216401;0,342736
6080;40,915129;;;TCP;268;192,168,43,93;20,42,72,131;;;40,915129;41,131530;0,216401;;0,126229;0,090172;-0,036057
6083;41,131530;;;TLSv1,2;188;192,168,43,93;13,33,33,105;;;41,131530;41,221702;0,090172;;0,089973;0,000199;-0,089774
6090;41,221702;;;TCP;55;192,168,43,93;74,125,12,168;;;41,221702;41,221901;0,000199;;-0,011543;0,011742;0,023285
6091;41,221901;;;TCP;55;192,168,43,93;114.125.224.205;;;41,221901;41,233643;0,011742;;-0,390843;0,402585;0,793428
6092;41,233643;;;TCP;268;192,168,43,93;20,42,72,131;;;41,233643;41,636228;0,402585;;0,156637;0,245948;0,089311
6095;41,636228;;;TCP;188;192,168,43,93;13,33,33,105;;;41,636228;41,882176;0,245948;;0,003325;0,242623;0,239298
6097;41,882176;;;TCP;268;192,168,43,93;20,42,72,131;;;41,882176;42,124799;0,242623;;0,22256;0,020063;-0,202497
6146;42,124799;;;TCP;188;192,168,43,93;13,33,33,105;;;42,124799;42,144862;0,020063;;-0,046828;0,066891;0,113719
6163;42,144862;;;TCP;54;20,42,72,131;192,168,43,93;;;42,144862;42,211753;0,066891;;0,066612;0,000279;-0,066333
6273;42,211753;;;TCP;54;20,42,72,131;192,168,43,93;;;42,211753;42,212032;0,000279;;0,000279;0;-0,000279
6276;42,212032;;;TCP;1454;20,42,72,131;192,168,43,93;;;42,212032;42,212032;0;;-0,003488;0,003488;0,006976
6277;42,212032;;;TCP;54;74,125,12,168;192,168,43,93;;;42,212032;42,215520;0,003488;;0,003269;0,000219;-0,00305
6280;42,215520;;;TCP;1454;20,42,72,131;192,168,43,93;;;42,215520;42,215739;0,000219;;-5,6E-05;0,000275;0,000331
6281;42,215739;;;TCP;54;192,168,43,93;20,42,72,131;;;42,215739;42,216014;0,000275;;0,000275;0;-0,000275
6282;42,216014;;;TCP;54;13,33,33,105;192,168,43,93;;;42,216014;42,216014;0;;0;0;0
6283;42,216014;;;TLSv1,2;374;13,33,33,105;192,168,43,93;;;42,216014;42,216014;0;;-0,005723;0,005723;0,011446
6285;42,216014;;;TCP;54;74,125,12,168;192,168,43,93;;;42,216014;42,221737;0,005723;;0,005723;0;-0,005723
6288;42,221737;;;TCP;1454;20,42,72,131;192,168,43,93;;;42,221737;42,221737;0;;-0,017292;0,017292;0,034584
6290;42,221737;;;TCP;54;114.125.224.205;192,168,43,93;;;42,221737;42,239029;0,017292;;0,017133;0,000159;-0,016974
6297;42,239029;;;TCP;374;13,33,33,105;192,168,43,93;;;42,239029;42,239188;0,000159;;-0,026668;0,026827;0,053495
6298;42,239188;;;TCP;66;192,168,43,93;13,33,33,105;;;42,239188;42,266015;0,026827;;-0,056206;0,083033;0,139239
6366;42,266015;;;TCP;54;192,168,43,93;20,42,72,131;;;42,266015;42,349048;0,083033;;0,083033;0;-0,083033
6403;42,349048;;;TCP;54;20,42,72,131;192,168,43,93;;;42,349048;42,349048;0;;-0,051454;0,051454;0,102908
6404;42,349048;;;TLSv1,2;256;20,42,72,131;192,168,43,93;;;42,349048;42,400502;0,051454;;-0,105191;0,156645;0,261836
6407;42,400502;;;TCP;54;192,168,43,93;20,42,72,131;;;42,400502;42,557147;0,156645;;0,097203;0,059442;-0,037761
6410;42,557147;;;TLSv1,2;212;192,168,43,93;20,42,72,131;;;42,557147;42,616589;0,059442;;0,040173;0,019269;-0,020904
6411;42,616589;;;TLSv1,2;188;192,168,43,93;13,33,33,105;;;42,616589;42,635858;0,019269;;-0,027571;0,04684;0,074411
6412;42,635858;;;TCP;54;20,42,72,131;192,168,43,93;;;42,635858;42,682698;0,04684;;0,031584;0,015256;-0,016328
6413;42,682698;;;TCP;54;13,33,33,105;192,168,43,93;;;42,682698;42,697954;0,015256;;-0,067468;0,082724;0,150192
6414;42,697954;;;TLSv1,2;375;13,33,33,105;192,168,43,93;;;42,697954;42,780678;0,082724;;0,03089;0,051834;0,020944
6415;42,780678;;;TLSv1,2;188;192,168,43,93;13,33,33,105;;;42,780678;42,832512;0,051834;;0,03597;0,015864;-0,020106
6416;42,832512;;;TCP;54;13,33,33,105;192,168,43,93;;;42,832512;42,848376;0,015864;;-0,005173;0,021037;0,02621
6417;42,848376;;;TLSv1,2;374;13,33,33,105;192,168,43,93;;;42,848376;42,869413;0,021037;;0,017867;0,00317;-0,014697
6418;42,869413;;;TLSv1,2;105;20,42,72,131;192,168,43,93;;;42,869413;42,872583;0,00317;;-0,044773;0,047943;0,092716
6419;42,872583;;;TLSv1,2;1024;192,168,43,93;20,42,72,131;;;42,872583;42,920526;0,047943;;0,03592;0,012023;-0,023897
6420;42,920526;;;TCP;54;192,168,43,93;13,33,33,105;;;42,920526;42,932549;0,012023;;0,011896;0,000127;-0,011769
6421;42,932549;;;TCP;54;20,42,72,131;192,168,43,93;;;42,932549;42,932676;0,000127;;-0,028734;0,028861;0,057595
6422;42,932676;;;TLSv1,2;1330;192,168,43,93;20,42,72,131;;;42,932676;42,961537;0,028861;;0,00978;0,019081;0,009301
6423;42,961537;;;TCP;54;20,42,72,131;192,168,43,93;;;42,961537;42,980618;0,019081;;-0,07974;0,098821;0,178561
6424;42,980618;;;TLSv1,2;188;192,168,43,93;13,33,33,105;;;42,980618;43,079439;0,098821;;0,083684;0,015137;-0,068547
6425;43,079439;;;TCP;54;13,33,33,105;192,168,43,93;;;43,079439;43,094576;0,015137;;-0,106532;0,121669;0,228201
6426;43,094576;;;TLSv1,2;374;13,33,33,105;192,168,43,93;;;43,094576;43,216245;0,121669;;0,109252;0,012417;-0,096835
6427;43,216245;;;TLSv1,2;188;192,168,43,93;13,33,33,105;;;43,216245;43,228662;0,012417;;-0,031375;0,043792;0,075167
6428;43,228662;;;TLSv1,2;462;20,42,72,131;192,168,43,93;;;43,228662;43,272454;0,043792;;0,040337;0,003455;-0,036882
6429;43,272454;;;TCP;54;192,168,43,93;20,42,72,131;;;43,272454;43,275909;0,003455;;-0,009958;0,013413;0,023371
6430;43,275909;;;TCP;54;13,33,33,105;192,168,43,93;;;43,275909;43,289322;0,013413;;-0,02391;0,037323;0,061233
6431;43,289322;;;TLSv1,2;375;13,33,33,105;192,168,43,93;;;43,289322;43,326645;0,037323;;-0,053872;0,091195;0,145067
6432;43,326645;;;TLSv1,2;188;192,168,43,93;13,33,33,105;;;43,326645;43,417840;0,091195;;0,082188;0,009007;-0,073181
6433;43,417840;;;TCP;54;13,33,33,105;192,168,43,93;;;43,417840;43,426847;0,009007;;-0,185314;0,194321;0,379635
6434;43,426847;;;TLSv1,2;375;13,33,33,105;192,168,43,93;;;43,426847;43,621168;0,194321;;0,186615;0,007706;-0,178909
6435;43,621168;;;TCP;54;192,168,43,93;13,33,33,105;;;43,621168;43,628874;0,007706;;0,001392;0,006314;0,004922
6436;43,628874;;;TLSv1,2;1024;192,168,43,93;20,42,72,131;;;43,628874;43,635188;0,006314;;-0,093758;0,100072;0,19383
6437;43,635188;;;TLSv1,2;1384;192,168,43,93;20,42,72,131;;;43,635188;43,735260;0,100072;;0,084755;0,015317;-0,069438
6438;43,735260;;;TCP;54;20,42,72,131;192,168,43,93;;;43,735260;43,750577;0,015317;;-0,244046;0,259363;0,503409
6439;43,750577;;;TCP;54;20,42,72,131;192,168,43,93;;;43,750577;44,009940;0,259363;;0,210674;0,048689;-0,161985
6440;44,009940;;;TLSv1,2;462;20,42,72,131;192,168,43,93;;;44,009940;44,058629;0,048689;;-0,217833;0,266522;0,484355
6441;44,058629;;;TCP;54;192,168,43,93;20,42,72,131;;;44,058629;44,325151;0,266522;;0,232659;0,033863;-0,198796
6442;44,325151;;;TCP;54;192,168,43,93;20,42,72,131;;;44,325151;44,359014;0,033863;;-0,260994;0,294857;0,555851
6443;44,359014;;;TCP;54;20,42,72,131;192,168,43,93;;;44,359014;44,653871;0,294857;;0,2947;0,000157;-0,294543
6444;44,653871;;;TCP;54;20,42,72,131;192,168,43,93;;;44,653871;44,654028;0,000157;;-0,274926;0,275083;0,550009
6445;44,654028;;;TCP;54;192,168,43,93;20,42,72,131;;;44,654028;44,929111;0,275083;;0,20091;0,074173;-0,126737
6446;44,929111;;;TCP;55;192,168,43,93;114,125,240,13;;;44,929111;45,003284;0,074173;;-2,243164;2,317337;4,560501
6447;45,003284;;;TCP;54;114,125,240,13;192,168,43,93;;;45,003284;47,320621;2,317337;;2,273084;0,044253;-2,228831
6888;47,320621;;;TCP;55;192,168,43,93;114.125.224.206;;;47,320621;47,364874;0,044253;;-0,008213;0,052466;0,060679
6889;47,364874;;;TCP;54;114.125.224.206;192,168,43,93;;;47,364874;47,417340;0,052466;;0,052317;0,000149;-0,052168
6890;47,417340;;;TCP;55;192,168,43,93;114.125.224.206;;;47,417340;47,417489;0,000149;;-0,053756;0,053905;0,107661
6891;47,417489;;;TCP;55;192,168,43,93;114,125,240,13;;;47,417489;47,471394;0,053905;;0,033815;0,02009;-0,013725
6892;47,471394;;;TCP;54;114.125.224.206;192,168,43,93;;;47,471394;47,491484;0,02009;;-0,115229;0,135319;0,250548
6893;47,491484;;;TCP;54;114,125,240,13;192,168,43,93;;;47,491484;47,626803;0,135319;;0,135138;0,000181;-0,134957
6894;47,626803;;;TCP;55;192,168,43,93;34,107,221,82;;;47,626803;47,626984;0,000181;;0,000134;4,7E-05;-8,7E-05
6895;47,626984;;;TCP;55;192,168,43,93;142,251,12,94;;;47,626984;47,627031;4,7E-05;;-0,043927;0,043974;0,087901
6896;47,627031;;;TCP;55;192,168,43,93;34,107,221,82;;;47,627031;47,671005;0,043974;;0,037725;0,006249;-0,031476
6897;47,671005;;;TCP;54;34,107,221,82;192,168,43,93;;;47,671005;47,677254;0,006249;;0,006002;0,000247;-0,005755
6898;47,677254;;;TCP;54;142,251,12,94;192,168,43,93;;;47,677254;47,677501;0,000247;;-0,538606;0,538853;1,077459
6899;47,677501;;;TCP;54;34,107,221,82;192,168,43,93;;;47,677501;48,216354;0,538853;;0,538806;4,7E-05;-0,538759
6900;48,216354;;;TCP;55;192,168,43,93;142,251,12,94;;;48,216354;48,216401;4,7E-05;;-6,6E-05;0,000113;0,000179
6901;48,216401;;;TCP;55;192,168,43,93;74,125,96,6;;;48,216401;48,216514;0,000113;;3E-06;0,00011;0,000107
6902;48,216514;;;TCP;55;192,168,43,93;117,18,237,29;;;48,216514;48,216624;0,00011;;-0,056766;0,056876;0,113642
6903;48,216624;;;TCP;55;192,168,43,93;142,251,12,94;;;48,216624;48,273500;0,056876;;0,051455;0,005421;-0,046034
6904;48,273500;;;TCP;54;74,125,96,6;192,168,43,93;;;48,273500;48,278921;0,005421;;0,0053;0,000121;-0,005179
6905;48,278921;;;TCP;54;117,18,237,29;192,168,43,93;;;48,278921;48,279042;0,000121;;0,000121;0;-0,000121
6906;48,279042;;;TCP;54;142,251,12,94;192,168,43,93;;;48,279042;48,279042;0;;-0,334734;0,334734;0,669468
6907;48,279042;;;TCP;54;142,251,12,94;192,168,43,93;;;48,279042;48,613776;0,334734;;0,268309;0,066425;-0,201884
6908;48,613776;;;TCP;55;192,168,43,93;74,125,12,168;;;48,613776;48,680201;0,066425;;-1,268094;1,334519;2,602613
6909;48,680201;;;TCP;54;74,125,12,168;192,168,43,93;;;48,680201;50,014720;1,334519;;1,312043;0,022476;-1,289567
6910;50,014720;;;TCP;55;192,168,43,93;13,225,5,48;;;50,014720;50,037196;0,022476;;-0,630162;0,652638;1,2828
6911;50,037196;;;TCP;54;13,225,5,48;192,168,43,93;;;50,037196;50,689834;0,652638;;0,584469;0,068169;-0,5163
6912;50,689834;;;TLSv1,2;93;192,168,43,93;142,251,10,91;;;50,689834;50,758003;0,068169;;0,047712;0,020457;-0,027255
6913;50,758003;;;TCP;54;142,251,10,91;192,168,43,93;;;50,758003;50,778460;0,020457;;-0,124529;0,144986;0,269515
6914;50,778460;;;TLSv1,2;93;142,251,10,91;192,168,43,93;;;50,778460;50,923446;0,144986;;-0,684789;0,829775;1,514564
6915;50,923446;;;TCP;54;192,168,43,93;142,251,10,91;;;50,923446;51,753221;0,829775;;0,784885;0,04489;-0,739995
6918;51,753221;;;TLSv1,2;93;192,168,43,93;142,251,12,101;;;51,753221;51,798111;0,04489;;0,01286;0,03203;0,01917
6919;51,798111;;;TCP;54;142,251,12,101;192,168,43,93;;;51,798111;51,830141;0,03203;;-0,061868;0,093898;0,155766
6920;51,830141;;;TLSv1,2;93;142,251,12,101;192,168,43,93;;;51,830141;51,924039;0,093898;;-0,19493;0,288828;0,483758
6921;51,924039;;;TCP;54;192,168,43,93;142,251,12,101;;;51,924039;52,212867;0,288828;;0,276478;0,01235;-0,264128
6922;52,212867;;;TCP;55;192,168,43,93;74,125,12,168;;;52,212867;52,225217;0,01235;;0,012172;0,000178;-0,011994
6923;52,225217;;;TCP;55;192,168,43,93;74,125,12,168;;;52,225217;52,225395;0,000178;;-0,056951;0,057129;0,11408
6924;52,225395;;;TCP;55;192,168,43,93;114.125.224.205;;;52,225395;52,282524;0,057129;;0,057129;0;-0,057129
6925;52,282524;;;TCP;54;74,125,12,168;192,168,43,93;;;52,282524;52,282524;0;;0;0;0
6926;52,282524;;;TCP;54;114.125.224.205;192,168,43,93;;;52,282524;52,282524;0;;-0,504272;0,504272;1,008544
6927;52,282524;;;TCP;54;74,125,12,168;192,168,43,93;;;52,282524;52,786796;0,504272;;0,458006;0,046266;-0,41174
6928;52,786796;;;TLSv1,2;93;192,168,43,93;142,250,4,119;;;52,786796;52,833062;0,046266;;0,034985;0,011281;-0,023704
6929;52,833062;;;TCP;54;142,250,4,119;192,168,43,93;;;52,833062;52,844343;0,011281;;-0,0367;0,047981;0,084681
6930;52,844343;;;TLSv1,2;93;142,250,4,119;192,168,43,93;;;52,844343;52,892324;0,047981;;-2,064785;2,112766;4,177551
6931;52,892324;;;TCP;54;192,168,43,93;142,250,4,119;;;52,892324;55,005090;2,112766;;2,042693;0,070073;-1,97262
6932;55,005090;;;TCP;55;192,168,43,93;114,125,240,13;;;55,005090;55,075163;0,070073;;-2,27115;2,341223;4,612373
6933;55,075163;;;TCP;54;114,125,240,13;192,168,43,93;;;55,075163;57,416386;2,341223;;2,280997;0,060226;-2,220771
6934;57,416386;;;TCP;55;192,168,43,93;114.125.224.206;;;57,416386;57,476612;0,060226;;0,032018;0,028208;-0,00381
6935;57,476612;;;TCP;55;192,168,43,93;114.125.224.206;;;57,476612;57,504820;0,028208;;0,028001;0,000207;-0,027794
6936;57,504820;;;TCP;55;192,168,43,93;114,125,240,13;;;57,504820;57,505027;0,000207;;-0,013437;0,013644;0,027081
6937;57,505027;;;TCP;54;114.125.224.206;192,168,43,93;;;57,505027;57,518671;0,013644;;-0,025911;0,039555;0,065466
6938;57,518671;;;TCP;54;114.125.224.206;192,168,43,93;;;57,518671;57,558226;0,039555;;-0,109032;0,148587;0,257619
6939;57,558226;;;TCP;54;114,125,240,13;192,168,43,93;;;57,558226;57,706813;0,148587;;0,148409;0,000178;-0,148231
6940;57,706813;;;TCP;55;192,168,43,93;34,107,221,82;;;57,706813;57,706991;0,000178;;0,00013;4,8E-05;-8,2E-05
6941;57,706991;;;TCP;55;192,168,43,93;142,251,12,94;;;57,706991;57,707039;4,8E-05;;-0,095293;0,095341;0,190634
6942;57,707039;;;TCP;55;192,168,43,93;34,107,221,82;;;57,707039;57,802380;0,095341;;0,095341;0;-0,095341
6943;57,802380;;;TCP;54;34,107,221,82;192,168,43,93;;;57,802380;57,802380;0;;-0,000188;0,000188;0,000376
6944;57,802380;;;TCP;54;142,251,12,94;192,168,43,93;;;57,802380;57,802568;0,000188;;-0,482325;0,482513;0,964838
6945;57,802568;;;TCP;54;34,107,221,82;192,168,43,93;;;57,802568;58,285081;0,482513;;0,48226;0,000253;-0,482007
6946;58,285081;;;TCP;55;192,168,43,93;142,251,12,94;;;58,285081;58,285334;0,000253;;-0,027427;0,02768;0,055107
6947;58,285334;;;TCP;55;192,168,43,93;142,251,12,94;;;58,285334;58,313014;0,02768;;0,027513;0,000167;-0,027346
6948;58,313014;;;TCP;55;192,168,43,93;74,125,96,6;;;58,313014;58,313181;0,000167;;-8,2E-05;0,000249;0,000331
6949;58,313181;;;TCP;55;192,168,43,93;117,18,237,29;;;58,313181;58,313430;0,000249;;-0,011592;0,011841;0,023433
6950;58,313430;;;TCP;54;142,251,12,94;192,168,43,93;;;58,313430;58,325271;0,011841;;-0,025615;0,037456;0,063071
6951;58,325271;;;TCP;54;142,251,12,94;192,168,43,93;;;58,325271;58,362727;0,037456;;0,037456;0;-0,037456
6952;58,362727;;;TCP;54;117,18,237,29;192,168,43,93;;;58,362727;58,362727;0;;-0,322237;0,322237;0,644474
6953;58,362727;;;TCP;54;74,125,96,6;192,168,43,93;;;58,362727;58,684964;0,322237;;0,253978;0,068259;-0,185719
6954;58,684964;;;TCP;55;192,168,43,93;74,125,12,168;;;58,684964;58,753223;0,068259;;-0,866935;0,935194;1,802129
6955;58,753223;;;TCP;54;74,125,12,168;192,168,43,93;;;58,753223;59,688417;0,935194;;0,935006;0,000188;-0,934818
6956;59,688417;;;SSL;78;192,168,43,93;114.125.224.206;;;59,688417;59,688605;0,000188;;-0,000348;0,000536;0,000884
6957;59,688605;;;TCP;54;192,168,43,93;114.125.224.206;;;59,688605;59,689141;0,000536;;0,000417;0,000119;-0,000298
6958;59,689141;;;SSL;78;192,168,43,93;114.125.224.206;;;59,689141;59,689260;0,000119;;-0,025588;0,025707;0,051295
6959;59,689260;;;TCP;54;192,168,43,93;114.125.224.206;;;59,689260;59,714967;0,025707;;0,025707;0;-0,025707
6960;59,714967;;;TCP;54;114.125.224.206;192,168,43,93;;;59,714967;59,714967;0;;-0,000171;0,000171;0,000342
6961;59,714967;;;TCP;54;114.125.224.206;192,168,43,93;;;59,714967;59,715138;0,000171;;0,000114;5,7E-05;-5,7E-05
6962;59,715138;;;TCP;54;114.125.224.206;192,168,43,93;;;59,715138;59,715195;5,7E-05;;-0,013869;0,013926;0,027795
6963;59,715195;;;TCP;54;192,168,43,93;114.125.224.206;;;59,715195;59,729121;0,013926;;0,013926;0;-0,013926
6964;59,729121;;;TCP;54;114.125.224.206;192,168,43,93;;;59,729121;59,729121;0;;-0,0119;0,0119;0,0238
6965;59,729121;;;TCP;54;114.125.224.206;192,168,43,93;;;59,729121;59,741021;0,0119;;0,011794;0,000106;-0,011688
6966;59,741021;;;TCP;54;114.125.224.206;192,168,43,93;;;59,741021;59,741127;0,000106;;-0,29953;0,299636;0,599166
6967;59,741127;;;TCP;54;192,168,43,93;114.125.224.206;;;59,741127;60,040763;0,299636;;0,257441;0,042195;-0,215246
6968;60,040763;;;TCP;55;192,168,43,93;13,225,5,48;;;60,040763;60,082958;0,042195;;;;
6969;60,082958;;;TCP;54;13,225,5,48;192,168,43,93;;;;;;;;Total Jitter :;60,115217
;;;;;;;;;;Total Delay :;;60,082958;;;Rata-rata;0,010343293
;;;;;;;;;;Rata-rata :;;0,010337742;;;;
